,AREA,DAY,CANCEL,C_REASON,REG_DATE,PRICE,LEVEL,DEAL,DEAL_ADDR,MONTH,YEAR,DATE,TYPE
40,59.99,27,,,,94000.0,2,-,-,8,2020,2020-08-27,SALE
41,84.99,24,,,,120000.0,14,-,-,8,2020,2020-08-24,SALE
42,59.99,22,,,,97000.0,13,-,-,8,2020,2020-08-22,SALE
43,59.99,19,,,,91500.0,14,-,-,8,2020,2020-08-19,SALE
44,128.81,15,,,,138700.0,9,-,-,8,2020,2020-08-15,SALE
45,59.99,14,,,,95000.0,5,-,-,8,2020,2020-08-14,SALE
46,84.99,3,,,,120000.0,6,-,-,8,2020,2020-08-03,SALE
47,128.81,1,,,,131000.0,12,-,-,8,2020,2020-08-01,SALE
48,59.99,29,,,,86500.0,1,-,-,7,2020,2020-07-29,SALE
49,84.99,28,,,,120000.0,13,-,-,7,2020,2020-07-28,SALE
50,128.81,28,,,,130500.0,2,-,-,7,2020,2020-07-28,SALE
51,84.99,27,,,,120000.0,12,-,-,7,2020,2020-07-27,SALE
52,59.99,25,,,,93000.0,15,-,-,7,2020,2020-07-25,SALE
53,128.81,24,,,,150000.0,10,-,-,7,2020,2020-07-24,SALE
54,59.99,18,,,,90000.0,3,-,-,7,2020,2020-07-18,SALE
55,128.81,18,,,,135000.0,17,-,-,7,2020,2020-07-18,SALE
56,152.1,17,,,,149500.0,19,-,-,7,2020,2020-07-17,SALE
57,84.99,14,,,,114000.0,15,-,-,7,2020,2020-07-14,SALE
58,59.99,13,,,,89900.0,7,-,-,7,2020,2020-07-13,SALE
59,84.99,11,,,,118000.0,4,-,-,7,2020,2020-07-11,SALE
60,152.1,10,,,,147500.0,8,-,-,7,2020,2020-07-10,SALE
61,59.99,9,,,,88000.0,2,-,-,7,2020,2020-07-09,SALE
62,128.81,9,,,,128500.0,15,-,-,7,2020,2020-07-09,SALE
63,128.81,7,,,,136000.0,8,-,-,7,2020,2020-07-07,SALE
64,84.99,6,,,,115800.0,12,-,-,7,2020,2020-07-06,SALE
65,59.99,4,,,,89000.0,2,-,-,7,2020,2020-07-04,SALE
66,84.99,4,,,,108000.0,10,-,-,7,2020,2020-07-04,SALE
67,59.99,2,,,,89900.0,6,-,-,7,2020,2020-07-02,SALE
68,84.99,2,,,,112000.0,6,-,-,7,2020,2020-07-02,SALE
69,84.99,2,,,,113000.0,10,-,-,7,2020,2020-07-02,SALE
70,84.99,2,,,,110000.0,16,-,-,7,2020,2020-07-02,SALE
71,59.99,1,,,,65000.0,19,-,-,7,2020,2020-07-01,SALE
72,84.99,1,,,,105000.0,2,-,-,7,2020,2020-07-01,SALE
73,84.99,30,,,,115000.0,11,-,-,6,2020,2020-06-30,SALE
74,59.99,29,,,,86500.0,2,-,-,6,2020,2020-06-29,SALE
75,59.99,29,,,,89000.0,2,-,-,6,2020,2020-06-29,SALE
76,59.99,29,,,,87000.0,3,-,-,6,2020,2020-06-29,SALE
77,128.81,29,,,,129000.0,2,-,-,6,2020,2020-06-29,SALE
78,128.81,29,,,,130000.0,3,-,-,6,2020,2020-06-29,SALE
79,128.81,29,,,,127000.0,7,-,-,6,2020,2020-06-29,SALE
80,84.99,28,O,20.07.25,,108000.0,4,-,-,6,2020,2020-06-28,SALE
81,84.99,28,,,,108000.0,4,-,-,6,2020,2020-06-28,SALE
82,59.99,27,,,,91500.0,10,-,-,6,2020,2020-06-27,SALE
83,84.99,27,,,,112000.0,4,-,-,6,2020,2020-06-27,SALE
84,84.99,27,,,,110000.0,5,-,-,6,2020,2020-06-27,SALE
85,84.99,27,,,,112000.0,5,-,-,6,2020,2020-06-27,SALE
86,84.99,27,,,,111000.0,8,-,-,6,2020,2020-06-27,SALE
87,84.99,27,,,,111900.0,11,-,-,6,2020,2020-06-27,SALE
88,128.81,27,,,,130000.0,7,-,-,6,2020,2020-06-27,SALE
89,128.81,27,,,,131000.0,8,-,-,6,2020,2020-06-27,SALE
90,128.81,27,,,,130000.0,12,-,-,6,2020,2020-06-27,SALE
91,59.99,23,,,,85500.0,1,-,-,6,2020,2020-06-23,SALE
92,84.99,23,,,,100000.0,3,-,-,6,2020,2020-06-23,SALE
93,128.81,23,,,,135000.0,13,-,-,6,2020,2020-06-23,SALE
94,59.99,22,,,,89700.0,10,-,-,6,2020,2020-06-22,SALE
95,84.99,22,,,,109500.0,3,-,-,6,2020,2020-06-22,SALE
96,84.99,22,,,,112000.0,6,-,-,6,2020,2020-06-22,SALE
97,59.99,20,,,,89870.0,4,-,-,6,2020,2020-06-20,SALE
98,84.99,20,,,,110000.0,12,-,-,6,2020,2020-06-20,SALE
99,84.99,17,,,,109900.0,10,-,-,6,2020,2020-06-17,SALE
100,128.81,17,,,,127500.0,19,-,-,6,2020,2020-06-17,SALE
101,59.99,16,,,,88500.0,6,-,-,6,2020,2020-06-16,SALE
102,59.99,16,,,,90000.0,7,-,-,6,2020,2020-06-16,SALE
103,59.99,16,,,,89500.0,8,-,-,6,2020,2020-06-16,SALE
104,59.99,15,,,,88000.0,6,-,-,6,2020,2020-06-15,SALE
105,59.99,13,,,,89600.0,7,-,-,6,2020,2020-06-13,SALE
106,84.99,13,,,,110000.0,11,-,-,6,2020,2020-06-13,SALE
107,128.81,13,O,20.08.25,,127000.0,12,-,-,6,2020,2020-06-13,SALE
108,128.81,13,,,,127000.0,12,-,-,6,2020,2020-06-13,SALE
109,59.99,12,,,,89800.0,8,-,-,6,2020,2020-06-12,SALE
110,59.99,12,,,,92000.0,15,-,-,6,2020,2020-06-12,SALE
111,84.99,12,,,,109500.0,10,-,-,6,2020,2020-06-12,SALE
112,59.99,11,,,,89500.0,3,-,-,6,2020,2020-06-11,SALE
113,59.99,11,,,,89800.0,6,-,-,6,2020,2020-06-11,SALE
114,59.99,10,,,,87500.0,13,-,-,6,2020,2020-06-10,SALE
115,59.99,30,,,,86500.0,6,-,-,5,2020,2020-05-30,SALE
116,84.99,26,,,,110000.0,13,-,-,5,2020,2020-05-26,SALE
117,59.99,24,,,,86800.0,6,-,-,5,2020,2020-05-24,SALE
118,84.99,23,,,,110000.0,5,-,-,5,2020,2020-05-23,SALE
119,128.81,23,,,,126000.0,13,-,-,5,2020,2020-05-23,SALE
120,84.99,20,,,,106000.0,13,-,-,5,2020,2020-05-20,SALE
121,84.99,16,,,,108500.0,8,-,-,5,2020,2020-05-16,SALE
122,59.99,14,,,,83500.0,4,-,-,5,2020,2020-05-14,SALE
123,128.81,8,,,,125000.0,10,-,-,5,2020,2020-05-08,SALE
124,128.81,30,,,,129500.0,8,-,-,4,2020,2020-04-30,SALE
125,128.81,25,,,,120000.0,5,-,-,4,2020,2020-04-25,SALE
126,59.99,21,,,,85000.0,16,-,-,4,2020,2020-04-21,SALE
127,128.81,20,,,,128000.0,4,-,-,4,2020,2020-04-20,SALE
128,59.99,20,,,,90000.0,10,-,-,3,2020,2020-03-20,SALE
129,128.81,20,,,,121500.0,9,-,-,3,2020,2020-03-20,SALE
130,84.99,18,,,,112000.0,17,-,-,3,2020,2020-03-18,SALE
131,59.99,14,,,,87300.0,17,-,-,3,2020,2020-03-14,SALE
132,128.81,10,,,,127000.0,12,-,-,3,2020,2020-03-10,SALE
133,84.99,29,,,,103000.0,16,-,-,2,2020,2020-02-29,SALE
134,84.99,24,,,,103500.0,4,-,-,2,2020,2020-02-24,SALE
135,128.81,24,,,,125000.0,14,-,-,2,2020,2020-02-24,SALE
136,59.99,19,,,,89900.0,7,-,-,2,2020,2020-02-19,SALE
137,59.99,19,,,,89950.0,9,-,-,2,2020,2020-02-19,SALE
138,84.99,19,,,,110000.0,19,-,-,2,2020,2020-02-19,SALE
139,84.99,14,,,,109500.0,19,-,-,2,2020,2020-02-14,SALE
140,59.99,12,,,,80800.0,2,-,-,2,2020,2020-02-12,SALE
141,59.99,12,,,,90000.0,13,-,-,2,2020,2020-02-12,SALE
142,84.99,12,,,,103000.0,7,-,-,2,2020,2020-02-12,SALE
143,59.99,8,,,,88000.0,8,-,-,2,2020,2020-02-08,SALE
144,84.99,8,,,,108000.0,15,-,-,2,2020,2020-02-08,SALE
145,84.99,8,,,,110000.0,15,-,-,2,2020,2020-02-08,SALE
146,84.99,7,,,,105000.0,18,-,-,2,2020,2020-02-07,SALE
147,84.99,1,,,,104000.0,7,-,-,2,2020,2020-02-01,SALE
148,59.99,30,,,,90500.0,10,-,-,1,2020,2020-01-30,SALE
149,128.81,29,,,,130000.0,18,-,-,1,2020,2020-01-29,SALE
150,59.99,20,,,,86700.0,13,-,-,1,2020,2020-01-20,SALE
151,128.81,17,,,,125000.0,8,-,-,1,2020,2020-01-17,SALE
152,59.99,11,,,,84000.0,6,-,-,1,2020,2020-01-11,SALE
153,59.99,11,,,,84000.0,19,-,-,1,2020,2020-01-11,SALE
154,152.1,9,,,,132000.0,4,-,-,1,2020,2020-01-09,SALE
155,84.99,3,,,,102000.0,2,-,-,1,2020,2020-01-03,SALE
156,84.99,2,,,,105000.0,14,-,-,1,2020,2020-01-02,SALE
0,128.81,26,,,,145000.0,11,중개거래,서울 강서구,12,2022,2022-12-26,SALE
1,128.81,22,,,,136500.0,19,중개거래,서울 강서구,12,2022,2022-12-22,SALE
2,84.99,10,,,,116000.0,9,중개거래,서울 강서구,12,2022,2022-12-10,SALE
3,84.99,1,,,,118000.0,17,중개거래,서울 강서구,11,2022,2022-11-01,SALE
4,59.99,23,,,,82000.0,5,중개거래,서울 강서구,10,2022,2022-10-23,SALE
5,59.99,8,,,,100000.0,4,직거래,-,8,2022,2022-08-08,SALE
6,128.81,12,,,,163000.0,12,중개거래,"서울 강서구
서울 양천구",7,2022,2022-07-12,SALE
7,84.99,2,,,,140000.0,5,중개거래,서울 강서구,6,2022,2022-06-02,SALE
8,128.81,27,,,,132000.0,17,직거래,-,5,2022,2022-05-27,SALE
9,84.99,10,,,,142500.0,11,중개거래,서울 강서구,5,2022,2022-05-10,SALE
10,84.99,31,,,,133000.0,13,중개거래,서울 강서구,3,2022,2022-03-31,SALE
11,59.99,30,,,,115400.0,6,중개거래,서울 강서구,3,2022,2022-03-30,SALE
12,152.1,16,,,,175000.0,12,중개거래,서울 강서구,3,2022,2022-03-16,SALE
13,84.99,16,,,,134500.0,7,중개거래,서울 강서구,1,2022,2022-01-16,SALE
14,59.99,14,,,,110000.0,17,중개거래,서울 강서구,1,2022,2022-01-14,SALE
0,84.99,8,,,,132000.0,19,중개거래,서울 강서구,10,2023,2023-10-08,SALE
1,128.81,27,,,,145000.0,2,중개거래,서울 강서구,9,2023,2023-09-27,SALE
2,84.99,25,,,,125000.0,13,중개거래,서울 강서구,9,2023,2023-09-25,SALE
3,128.81,23,,,,147500.0,18,중개거래,서울 강서구,9,2023,2023-09-23,SALE
4,128.81,14,,,23.10.12,132000.0,2,중개거래,서울 강서구,9,2023,2023-09-14,SALE
5,84.99,13,,,,123000.0,8,중개거래,서울 강서구,9,2023,2023-09-13,SALE
6,128.81,12,,,,140000.0,5,중개거래,서울 강서구,9,2023,2023-09-12,SALE
7,59.99,8,,,,100000.0,9,중개거래,서울 강서구,9,2023,2023-09-08,SALE
8,128.81,8,,,,150000.0,13,중개거래,서울 강서구,9,2023,2023-09-08,SALE
9,128.81,5,,,,140000.0,2,중개거래,서울 강서구,9,2023,2023-09-05,SALE
10,128.81,27,,,,148000.0,18,중개거래,서울 강서구,8,2023,2023-08-27,SALE
11,84.99,22,,,,119800.0,6,중개거래,서울 강서구,8,2023,2023-08-22,SALE
12,84.99,17,,,,115500.0,20,중개거래,서울 강서구,8,2023,2023-08-17,SALE
13,128.81,16,,,23.10.31,133500.0,1,중개거래,서울 강서구,8,2023,2023-08-16,SALE
14,59.99,15,,,,95000.0,7,중개거래,서울 강서구,8,2023,2023-08-15,SALE
15,59.99,14,,,23.10.16,99500.0,11,중개거래,"서울 강서구
서울 마포구",8,2023,2023-08-14,SALE
16,84.99,12,,,,120500.0,3,중개거래,서울 강서구,8,2023,2023-08-12,SALE
17,128.81,8,,,23.10.04,140000.0,11,중개거래,서울 강서구,8,2023,2023-08-08,SALE
18,128.81,8,O,23.10.06,,150000.0,13,중개거래,서울 강서구,8,2023,2023-08-08,SALE
19,84.99,31,,,,124700.0,11,중개거래,서울 강서구,7,2023,2023-07-31,SALE
20,128.81,31,,,,140000.0,3,중개거래,서울 강서구,7,2023,2023-07-31,SALE
21,59.99,19,,,23.10.30,95000.0,8,중개거래,서울 강서구,7,2023,2023-07-19,SALE
22,84.99,19,,,23.10.30,121000.0,8,중개거래,서울 강서구,7,2023,2023-07-19,SALE
23,59.99,3,,,23.09.22,96000.0,13,중개거래,서울 강서구,7,2023,2023-07-03,SALE
24,84.99,3,,,23.09.22,119500.0,7,중개거래,서울 강서구,7,2023,2023-07-03,SALE
25,84.99,28,,,,120000.0,20,중개거래,서울 강서구,6,2023,2023-06-28,SALE
26,84.99,26,,,23.10.19,120000.0,3,중개거래,서울 강서구,6,2023,2023-06-26,SALE
27,84.99,24,,,,122300.0,5,중개거래,서울 강서구,6,2023,2023-06-24,SALE
28,128.81,24,,,,153000.0,13,중개거래,서울 강서구,6,2023,2023-06-24,SALE
29,84.99,22,,,23.10.20,114000.0,15,중개거래,서울 강서구,6,2023,2023-06-22,SALE
30,84.99,20,,,23.09.06,125000.0,6,중개거래,서울 강서구,6,2023,2023-06-20,SALE
31,84.99,19,,,23.10.06,120000.0,4,중개거래,서울 강서구,6,2023,2023-06-19,SALE
32,59.99,15,,,23.08.28,90500.0,4,중개거래,"서울 강남구
서울 강서구",6,2023,2023-06-15,SALE
33,59.99,15,,,23.09.04,93000.0,4,중개거래,서울 강서구,6,2023,2023-06-15,SALE
34,59.99,15,,,23.07.31,94000.0,18,중개거래,서울 강서구,6,2023,2023-06-15,SALE
35,59.99,14,,,23.08.21,97000.0,10,중개거래,"경기 안양만안구
서울 강서구",6,2023,2023-06-14,SALE
36,152.1,13,,,23.09.18,175000.0,11,중개거래,서울 강서구,6,2023,2023-06-13,SALE
37,152.1,12,,,,165000.0,2,중개거래,서울 강서구,6,2023,2023-06-12,SALE
38,59.99,10,,,23.09.20,92000.0,20,중개거래,서울 강서구,6,2023,2023-06-10,SALE
39,59.99,6,,,23.09.15,93500.0,4,중개거래,서울 강서구,6,2023,2023-06-06,SALE
40,59.99,6,,,23.10.11,93000.0,11,중개거래,서울 강서구,6,2023,2023-06-06,SALE
41,84.99,6,,,23.07.31,114500.0,13,중개거래,서울 강서구,6,2023,2023-06-06,SALE
42,128.81,6,,,23.09.04,145000.0,17,중개거래,서울 강서구,6,2023,2023-06-06,SALE
43,152.1,6,,,23.06.23,170000.0,9,중개거래,서울 강서구,6,2023,2023-06-06,SALE
44,59.99,5,,,23.07.17,89000.0,9,중개거래,서울 강서구,6,2023,2023-06-05,SALE
45,59.99,31,,,23.08.04,91500.0,15,중개거래,서울 강서구,5,2023,2023-05-31,SALE
46,84.99,30,,,23.10.04,115000.0,18,중개거래,서울 강서구,5,2023,2023-05-30,SALE
47,84.99,29,,,23.08.23,122000.0,14,중개거래,서울 강서구,5,2023,2023-05-29,SALE
48,128.81,27,,,23.08.24,139000.0,3,중개거래,서울 강서구,5,2023,2023-05-27,SALE
49,84.99,26,,,23.09.11,125000.0,17,중개거래,"서울 강서구
서울 양천구",5,2023,2023-05-26,SALE
50,59.99,25,,,23.10.31,92000.0,16,중개거래,서울 강서구,5,2023,2023-05-25,SALE
51,84.99,25,,,23.10.31,121500.0,18,중개거래,서울 강서구,5,2023,2023-05-25,SALE
52,84.99,25,,,23.08.25,115000.0,19,중개거래,서울 강서구,5,2023,2023-05-25,SALE
53,59.99,24,,,23.08.23,91000.0,5,중개거래,서울 강서구,5,2023,2023-05-24,SALE
54,84.99,13,,,23.07.26,119000.0,5,중개거래,서울 강서구,5,2023,2023-05-13,SALE
55,84.99,27,,,23.08.14,115000.0,14,중개거래,서울 강서구,4,2023,2023-04-27,SALE
56,84.99,24,,,23.04.28,119000.0,11,중개거래,서울 강서구,4,2023,2023-04-24,SALE
57,84.99,20,,,23.08.16,119000.0,18,중개거래,서울 강서구,4,2023,2023-04-20,SALE
58,84.99,8,,,23.09.26,117000.0,17,중개거래,서울 강서구,4,2023,2023-04-08,SALE
59,128.81,26,,,23.07.26,135000.0,12,중개거래,"서울 강북구
서울 강서구",3,2023,2023-03-26,SALE
60,152.1,22,,,23.06.09,178000.0,11,중개거래,서울 강서구,3,2023,2023-03-22,SALE
61,59.99,17,,,23.06.05,93500.0,13,중개거래,서울 강서구,3,2023,2023-03-17,SALE
62,84.99,17,,,23.05.31,117500.0,7,중개거래,서울 강서구,3,2023,2023-03-17,SALE
63,59.99,14,,,23.07.14,90000.0,5,중개거래,서울 강서구,3,2023,2023-03-14,SALE
64,84.99,14,,,23.07.14,110000.0,12,중개거래,서울 강서구,3,2023,2023-03-14,SALE
65,119.63,14,,,23.08.18,140500.0,7,중개거래,서울 강서구,3,2023,2023-03-14,SALE
66,128.81,13,,,23.07.31,129000.0,5,중개거래,서울 강서구,3,2023,2023-03-13,SALE
67,59.99,12,,,23.05.22,88000.0,8,중개거래,"서울 강서구
서울 양천구",3,2023,2023-03-12,SALE
68,59.99,10,,,23.06.16,93000.0,16,중개거래,서울 강서구,3,2023,2023-03-10,SALE
69,152.1,10,O,23.06.05,,140000.0,9,직거래,-,3,2023,2023-03-10,SALE
70,128.81,27,,,23.05.23,142000.0,11,중개거래,서울 강서구,2,2023,2023-02-27,SALE
71,59.99,22,,,23.05.11,92500.0,13,중개거래,서울 강서구,2,2023,2023-02-22,SALE
72,84.99,15,,,23.06.15,118800.0,14,중개거래,서울 강서구,2,2023,2023-02-15,SALE
73,84.99,13,O,23.04.24,,119000.0,11,중개거래,서울 강서구,2,2023,2023-02-13,SALE
74,59.99,7,,,23.06.07,90000.0,10,중개거래,"서울 강서구
인천 서구",2,2023,2023-02-07,SALE
75,59.99,28,,,23.04.28,89000.0,11,중개거래,서울 강서구,1,2023,2023-01-28,SALE
76,59.99,28,,,23.04.28,91000.0,14,중개거래,서울 강서구,1,2023,2023-01-28,SALE
77,152.1,10,,,23.02.24,148500.0,6,중개거래,서울 강서구,1,2023,2023-01-10,SALE
78,128.81,7,,,23.03.31,150000.0,20,중개거래,서울 강서구,1,2023,2023-01-07,SALE
